"nid","title","field_tipo_da_impress_o","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_material_7","field_pre_o_7","field_observa_o","field_fonte"
"12493","OUTORGA DO TITULO PROFº .DR. GABRIEL COHN ( EMERITO )","","2012","49","ASSISTÊNCIA ACADEMICA","ACADEMICA","ROSANGELA DUARTE","200","32"," A 5","","300 FLS DE PAPEL OFF SET 75GRS 66 X 96","R$ 75.00","65 FLS DE PAPEL COLOR PLUS 120 GRS 66 X 96","","10 CHAPAS DE ALUMINIO DUPLO OFICIO","R$70.00","1 COR DA IMPRESSÃO MARRON","R$150.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:ROSANGELA DUARTE<br />
FONTE PAGADORA : DIRETORIA</p>
",""
"12494","COMO ELABORA REFERÊNCIA BIBLIOGRÁFICA","","2012","","HUMANITAS","ADM","HELENA","2000","100","14 X 21","","7.820 FLS DE PAPEL OFF SET 75GRS 66 X 96","R$ 1955.00","625FLS DE CARTÃO 240 GRS 50 X 66","R$500.00","32 CHAPAS DE ALUMIMIO DUPLO OFICIO","R$224.00","1 COR DA IMPRESSÃO COR PANTONE","R$150.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA HUMANITAS<br />
FONTE PAGADORA:INTEGRAL PARA A HUMANITAS<br />
RECOLHIMENTO NA TESOURARIA</p>
",""
"12495","COMO ELABORAR  REFERENCIA BIBLIOGRÁFICA","","2012","50","HUMANITAS","ADM","HELENA","2000","100","14 X 21","","7.820 FLS DE PAPAEL NOFF SET 75 GRS 66 X 96","R$ 1955.00","625FLS DE CARTÃO 240 GRS 50 X 66","R$500.00","32 CHAPAS DE ALUMINIO DUPLO OFICIO","R$224.00","1 COR DA IMPRESSÃO COR PANTONE","R$150.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA HUMANITAS<br />
FONTE PAGADORA: INTEGRAL PARA A HUMANITAS<br />
RECOLHIMENTO NA TESOURARIA</p>
",""
"12496","JORNAL DA FILOSOFIA","","2012","51","C A F","ACADÊMICA","RAFAEL ZAMBONELLI NOGUEIRA","1000","24","A4","","1875 FLS DE PAPEL JORNAL 52GRS 66X96","","16 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","R$112.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:RAFAEL ZAMBONELLI NOGUEIRA<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12497","TEORIA GRAMATICAIS DA LÍNGUA JAPONESA","","2012","52","HUMANITAS","ADM","HELENA","500","236","14 X 21","","4.610 FLS DE PAPAEL OFF SET 75 GRS 66X 96","","500 FLS DE CARTÃO","R$400.00","74 CHAPA DE ALUMINIO DUPLO OFICIO","R$518.00","LAMINAÇÃO FOSCA","R$150.00","3 CORES DA CAPA","R$450.00","500 FLS DE CARTÃO PARA REIMPRESSÃO DA CAPA","R$400.00","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS)<br />
FONTE PAGADORA:INTEGRAL PARA A HUMANITAS RECOLHIMENTO NA TESOURARIA</p>
",""
"12498","O HOMENZINHO","","2012","53","HUMANITAS","ADM","HELENA (HUMANITAS)","500","200","14 X 21","","3.910 FLS DE PAPEL OFF SET 75 GRS 66 X96","","500 FLS DE CARTÃO","R$400.00","65 CHAPAS DE ALUMINIO DUPLO OFICIO","R$455.00","LAMINAÇÃO FOSCA","R$150.00","1 COR DA CAPA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA HUMANITAS<br />
FONTE PAGADORA:INTEGRAL PARA A HUMANITAS RECOLHIMENTO NA TESOURARIA</p>
",""
"12499","EMERITA Profa.Dra.LUX VIDAL","","2012","54","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","DORLI","200","36","A5","06/09/2012","340FLS DE PAPEL SULFITE 75GRS 66X96","R$ 85.00","100FLS DE PAPEL COLOR PLUS 180GRS 66X96","R$170.00","15 CHAPAS DE ALUMINIO POSITIVO","R$105.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DORLI<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12500","INFORME Nº69 AGOSTO / SETEMBRO DE 2012","","2012","55","SCS","ADM","DIRETORIA","700","28"," A 4","","1531 FLS DE PAPEL JORNAL52 GRS 66 X96","","18 CHAPA DE ALUMINIO DUPLO OFICIO","R$126.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPOSÁVEL:DIRETORIA<br />
FONTE PAGADORA :DIRETORIA</p>
",""
"12501","INFORME nº70-SETEMBRO DE 2012 - EDIÇÃO ESPECIAL","","2012","56","SCS","ADMINISTRATIVA","DORLI","700","46","A4","","2515 FLS DE PAPEL JORNAL 52GRS 66X96","R$ 754.00","30 CHAPAS DE ALUMINIO POSITIVA","R$210.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DORLI<br />
FONTE PAGADORA:INTEGRAL PARA A DIRETORIA</p>
",""
"12502","NAHAPET KUTCHAK POEMA DA TRADIÇÃO ORAL","","2012","57","HUMANITAS","ADM","HELEMA ( HUMANITAS)","300","92","14 X 21","","1290 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","300 FLS DE CARTÃO 180 GRS","R$180.00","IMPRESSÃO DA CAPA 4 CORES","R$450.00","34 CHAPAS DE ALUMINIO DUPLO OFICIO","R$238.00","LAMINAÇÃO FOSCA","R$150.00","REIMPRESSÃO DA CAPA ( CAPA + TINTAS )","R$630.00","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA (HUMANITAS)<br />
FONTE PAGADORA: TRANSPOSIÇÃO ORÇAMENTÁRIA DO DLO.<br />
OBS: REIMPRESSÃO DA CAPA AUTORIZADA PELA HELENA (HUMANITAS)</p>
",""
"12503","CADERNOS DE CENTRO DE LÍGUAS Nº 4","","2012","58","HUMANITAS","ADM","HELENA (HUMANITAS)","200","212","16 X 22","","1988 FLS DE PAPEL OFF SET 75 GRS 66 X96","R$ 497.00","200 FLS DE CARTÃO 240 GRS","R$160.00","69 CHAPAS DE VALUMINIO DUPLO OFICIO","R$483.00","PLASTIFICAÇÃO","R$75.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS)<br />
FONTE PAGADROA:INTEGRAL PARA ADMINISTRAÇÃO.</p>
",""
"12504","LETRAS CLÁSSICAS Nº 11","","2012","59","HUMANITAS","ADM","HELENA (HUMANITAS)","200","232","16 X 22","","2175 FLS DE PAPEL OFF SET 75GRS 66 X 96","","4 CORES DA CAPA","R$450.00","75 CHAPAS DE ALUMINIO DUPLO OFICIO","R$525.00","200 FLS DE  CARTÃO 240GRS","R$160.00","LAMINAÇÃO FOSCA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS)<br />
FONTE PAGADORA:INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12505","FILOLOGIA E LINGUÍSTICA PORTUGUESA 13 ( 01 )","","2012","60","HUMANITAS","ADM","HELENA ( HUMANITAS )","200","288","16 X 22","","2.682 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","IMPRESSÃO DA CAPA 2 CORES","R$150.00","200 FLS DE CARTÃO 240 GRS","R$160.00","95 CHAPAS DE ALUMINIO DUPLO OFICIO","R$665.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPOSÁVEL:HELENA HUMANITAS<br />
FONTE PAGADORA: INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12506","FILOLOGIA E LINGUÍSTICA PORTUGUESA 13 ( 2 )","","2012","61","HUMANITAS","ADM","HELENA","200","284","16 X 22","","IMPRESSÃO DA CAPA EM 2 CORES","R$ 150.00","2663 FLSDE PAPEL OFF SET 75 GRS 66 X 96","","200FLS DE CARTÃO240 GRS","R$160.00","95 CHAPAS DE ALUMINIO DUPLO OFICIO","R$665.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA (HUMANITAS)<br />
FONTE PAGADORA: INTEGRAL PARA ADMINISTRAÇÃO</p>
",""
"12507","ESTILOS DA CLINICA  Nº 16.1","","2012","62","INTITUTO DE PSICOLOGIA","ACADEMICA","HELENA ( HUMANITAS)","500","280","16 X 22","04/10/2012","IMPRESSÃO DA CAPA 4 CORES + FOTOLITO DA CAPA","R$ 750.00","5.500 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$1375.00","500 FLS DE CARTÃO 290 GRS 50 X 66","R$750.00","88 CHAPAS DE ALUMINO DUPLO OFICIO","R$616.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS)<br />
FONTE PAGADORA:TRANSPOSIÇÃO ORÇAMENTARIA DO INTITUTO DE PSICOLOGIA</p>
",""
"12508"," JORNAL DO CEUPES","","2012","63","CEUPES","ACADEMICA","MAX GIMENES","500","24"," A 4","09/10/2012","950 FLS PAPEL JORNAL 52 GRS 66 X 96","R$ 285.00","15 CHAPAS DE ALUMINIO DUPLO OFICIO","R$105.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:  MAX GIMENES<br />
FONTE PAGADORA:  DIRETORIA</p>
",""
"12509","O ROMANTISMO NO BRASIL","","2012","64","HUMANITAS","ADM","HELENA","500","96"," 12 X 18","","1.875 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","30 CHAPAS DE ALUMINIO DUPLO OFICIO","R$210.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL: HELENA ( HUMANITAS)<br />
FONTE PAGADORA :INTEGRAL PARA A HUMANITAS ( RECOLHIMENTO NA TESOURARIA.</p>
",""
"12510","ESTILOS DA CLÍNICA 16.2","","2012","65","INSTITUTO DE PSICOLOGIA","ACADEMICA","HELENA ( HUMANITAS)","500","216"," 16 X 22","","IMPRESSÃO DA CAPA 4 CORES + FOTOLITO CA CAPA","R$ 750.00","4.200 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$1050.00","500 FLS DE CARTÃO 290 GRS 50 X 66","R$750.00","68 CHAPAS DE ALUMINIO DUPLO OFICIO","R$476.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA( HUMANITAS)<br />
FONTE PAGADORA:TRANSPOSIÇÃO ORÇAMENTARIA DO INSTITUTO DE PSICOLOGIA</p>
",""
"12511","ESTILOD DA CLÍNICA 17.1","","2012","66","INTITUTO DE PSICOLOGIA","ACADEMICA","HELENA ( HUMANITAS)","500","170","16  X 22","","IMPRESSÕA DA CAP 4 CORES + FOTOLITO DA CAPA","R$ 750.00","3.320 FLS DE PAPALE OFF SET 75 GRS 66 X 96","R$830.00","500 FLS DE CARTÃO 290 GRS 50 X 66","R$750.00","53 CHAPAS DE ALUMINIO DUPLO OFICIO","R$371.00","LAMINAÇÃO BRILHANTE","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA ( HUMANITAS)<br />
FONTE PAGADORA: TRANSPOSIÇÃO ORÇAMENTARIA DO INTITUTO DE PSICOLOGIA</p>
",""
"12512","HISTÓRIA DOS ARMÊNIOS","","2012","67","DLO","ACADEMICO","HELENA (HUMANITAS)","100","208","14 X 21","","IMPRESSÃO DA CAPA EM 4 CORES","R$ 450.00","975 FLS DE PAPAELOFF SET 75 GRS 66 X 96","","50 FLS DE CARTÃO SUPREMO 250 GRS 66 X 96","R$100.00","65 CHAPAS DE ALIUMINIO DUPLO OFICIO","R$455.00","LAMINAÇÃO FOSCA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA ( HUMANITAS)<br />
FONTE PAGADORA:TRANSPOSIÇÃO ORÇAMENTÁRIA DO DLO</p>
",""
"12513","REVISTA PSICOLOGIA Nº 23/2","","2012","68","INSTITUTO DE PSICOLOGIA","ACADEMICA","HELENA ( HUMANITAS)","600","204","17,5 X 23","","9.570 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","450 FLS DE CARTÃO 240 GRS 50 X 66","R$192.00","130 CHAPAS DE ALUMINIO DUPLO OFICIO","R$910.00","LAMINAÇÃO FOSCA+ VERNIZ","R$400.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPOSÁVEL:HELENA( HUMANITAS)<br />
 FONTE PAGADORA:TRASNPOSIÇÃO DE VERBA DO INSTITUTO DE PSICOLOGIA.</p>
",""
"12514","JORNAL DO CEUPES ( O KULA )","","2012","69","CEUPES","ADM","MAX GIMENES","200","24"," A 4","","450 FLE DE PAPEL JORNAL 52 GRS 66","R$ 135.00","15 CHAPAS DE ALUMINIO DUPLO OFICIO","R$105.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: MAX GIMENES<br />
FONTE PAGADORA DIRETORIA</p>
",""
"12515","CADERNO EMERITO-PROF.SEDI HIRANO","","2012","70","ASSISTÊNCIA ACADÊMICA","ACADEMICA","ROSANGELA DUARTE","200","38"," A 4","","360 FLA DE PAPEL OFF SET 75 GRS 66 X96","R$ 90.00","65 FLS PAPEL VERÊG DIAMANTE 180 GRS 66 X 96","R$104.00","12 CHAPAS DE ALUMINIO DUPLO OFICIO","R$84.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPOSÀVEL: ROSANGELA DUARTE<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"12516","JORNAL(O DISCURSO EM MÉTODO )","","2012","71","CAF","ACADEMICA","RAFAEL ZAMBONELLI NOGUEIRA","700","28"," A 4","08/11/2012","1550 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 465.00","20 CHAPAS DE ALUMINIO DUPLO OFICIO","R$140.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:RAFAEL ZAMBONELLI NOGUEIRA<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12517","O KULA - EDIÇÃO 9 - NOVEMBRO /DEZEMBRO 2012","","2012","72","CEUPS","ACADÊMICA","CAIO ANDREUCCI","300","24","A4","","560 FLS DE PAPEL JORNAL 52 GRS 66X96","R$ 168.00","15 CHAPAS DE ALUMINIO DUPLO OFICIO","R$105.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:DORLI<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12518","CADERNO NIETZSCHE 31","","2013","1","HUMANITAS","ADMINISTRATIVA"," HELENA","200","248","15,5 X 21","","2325 FLS DE PAPEL OF-SET 75 GRS 66X96","","100 FLS DE COLOR PLUS 180 GRS 66X96","R$130.00","78 CHAPAS DE ALUMINIO DUPLO OFICIO OFF-SET","R$546.00","PLASTIFICAÇÃO","R$75.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA HUMANITAS<br />
FONTE PAGADORA: INTEGRAL PARA ADMINISTRAÇÃO.</p>
",""
"12519","LINHA  D' AGUA ( 24/01)","","2013","2","HUMANITAS","ADMINISTRATIVA","HELENA","200","176","14,3 X 21","","IMPRESSÃO DE CAPA 02 CORES","R$ 150.00","1650 FLS DE PAPEL OFF-SET 75 GRS","","100 FLS DE CARTÃO SUPREMO 250 GRS","R$200.00","55 CHAPAS DE ALUMINIO DUPLO OFFICIO OFF-SET","R$385.00","LAMINIÇÃO FOSCA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÃVEL: HELENA (HUMANITAS)<br />
FONTE PAGADOR: INTEGRAL PARA ADMINSTRAÇÃO.</p>
",""
"12520","LINHA D'AGUA ( 24/02)","","2013","3","HUMANITAS","ADMINISTRAÇÃO","HELENA","200","196","14,3 X 21","06/01/2013","IMPRESSÃO DE CAPA EM 02 CORES","R$ 150.00","1838 FLS DE PAPEL OFF-SET 75 GRS","","200 FLS DE CARTÃO BRANCO 240 GRS","R$200.00","62 CHAPAS DE ALUMINIO DUPLO OFÍCIO OFF-SET","R$434.00","LAMINAÇÃO FOSCA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS)<br />
FONTE PAGADORA: INTEGRAL PARA ADMINISTRAÇÃO.</p>
",""
"12521","LINHA D'AGUA ( 25/01)","","2013","4","HUMANITAS","ADMINSTRAÇÃO","HELENA","200","232","14,3 X 21","","IMPRESSÃO DE CAPA EM 02 CORES","R$ 150.00","2175 FLS DE PAPEL OFF-SET 75 GRS 66X96","","200 FLS DE CARTÃO BRANCO 240 GRS  50X66","R$200.00","73 CHAPAS DE ALUMÍNIO DUPLO OFÍCIO OFF-SET","R$511.00","LAMINAÇÃO FOSCA","R$150.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA ( HUMANITAS)<br />
FONTE PAGADORA: INTEGRAL PARA ADMINISTRAÇÃO.</p>
",""
"12522","NIETZSCHE Nº 28","","2012","5","HUMANITAS","ADM","HELENA","200","312"," 15,5 X21","","3000 FLS DE PAPEL OFF SET  75 GRS 66 X 96","R$ 600.00","200 FLS DE CARTÃO","R$140.00","98 CHAPAS DE ALUMINIO","R$588.00","PLASTIFICAÇÃO","R$75.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA<br />
DEPARTAMENTO DE FILOSOFIA-TRANSPOSIÇÃO ORÇAMENTÁRIA</p>
",""
"12523","CENTRO ACADÊMICO DE FILOSOFIA PROFº JOÃO CRUZ COSTA","","2013","5","CENTRO ACADÊMICO DA FILOSOFIA","ACADÊMICA","INAUÊ TAIGUARA","700","28"," A 4","","1.540 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 462.00","10 CHAPAS DE ALUMINIO DUPLO OFICIO","R$70.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: INAUÊ TAIGUARA (DIRETOR DO CENTRO ACADÊMICO DA FILOSOFIA )<br />
FONTE PAGADORA: DIRETORIA.</p>
",""
"12524","ASSOCIAÇÃO ATLÉTICA ACADÊMICA OSWALD DE ANDRADE","","2013","6","ATLÉTICA","ADM","PRISCILA CARDOSO CARVALHO COELHO","1000","58","A5","","2180FLS DE PAPEL SULFITE 75GRS 66X96","R$ 545.00","320FLS DE COLOR PLUS 180GRS 66X96 LARANJA","R$544.00","19 CHAPAS DE ALUMINIO DUPLO OFICIO","R$133.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSAVEL:PRISCILA CARDOSO CARVALHO COELHO<br />
FONTE PAGADORA:DIRETORIA</p>
",""
"12525","MANUAL DO CALOURO (CENTRO ACADÊMICO DE HISTÓRIA)","","2013","7","HISTÓRIA","ACADÊMICO","JOÃO PEDRO MUNHOZ","300","32"," A 5","07/02/2013","390 FLS DE PAPEL OFF SET 75 GRS 66 X 96","","13 CHAPAS DE ALUMINIO DUPLO OFICIO","R$91.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:CENTRO DE ACADÊMICA DE HISTÓRIA<br />
FONTE PAGADORA: DIRETORIA</p>
",""
"12426","FOLDER( BRASIL E ALEMANHA PESQUISAM MERCOSUL E CULTURA )","","2011","44","SERVIÇO DE COMUNICAÇão SOCIAL","ADM","PROFª.MARIA HELENA MARTINS","200","4"," A 5","","80 FLS DE PAPEL COLOR PLUS MADRI PEROLA 120 GRS 66","R$ 64.00","5 CHAPAS DE ALUMINIO DUPLO OFICIO","R$30.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:PROFª. MARIA HELENA MARTINS    ( FONTE PAGADORA DIRETORIA )</p>
",""
"12427","BOLETIM( INFORME DE JULHO/ AGOSTO 2011)","","2011","45","SERVIÇO DE COMUNICAÇÃO SOCIAL","ADM","PROFº MODESTO FLORENZANO","1200","28"," A 4","04/08/2011","2.625 FLS DE PAPEL JORNAL 52 GRS 66 X 96","R$ 525.00","18 CHAPAS DE ALUMINIO DUPLO OFICIO","R$108.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:PROFº MODESTO FLORENZANO ( FONTE PAGADORA DIRETORIA )</p>
",""
"12428","JORNAL DO CEUPES( JORNAL OKULA-CEUPES )","","2011","46","CEUPES","ADM","MAX LUIZ GIMENES","600","28"," A 4","09/08/2011","1.350FLS DE PAPEL JORNAL 52  GRS 66 X 96","R$ 270.00","18 CHAPAS DE ALUMINIO DUPLO OFICIO","R$108.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: MAX LUIZ GIMENES ( CEUPES ) , ( FONTE PAGADORA DIRETORIA )</p>
",""
"12429","GRADUAÇÃO EM CAMPO","","2011","47","DA","ACADÊMICA","PRISCILA E JACQUELINE","270","66"," A 5","11/08/2011","1.600 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 320.00","85 FLS DE CARTÃO","","42 CHAPAS DE ALUMINIO DUPLO OFICIO","R$252.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:PRISCILA JACQUELINE( FONTE PAGADORA :PROCESSO( 11.1.2695.8.4)</p>
",""
"12430","2 FOLDERS( JORNADA ITALO ; AS AVENTURAS DE PINÓQUIO)","","2011","49","DLM","ADMINISTRATIVA","PROFª ADRIANA IOZZI KLEIN","300","4"," A 4","","100 FLS DE PAPEL COLOR PLUS 180 GRS 66 X 96","R$ 150.00","8 CHAPAS DE ALUMINIO DUPLO OFICIO","R$48.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPOSÁVEL: PROFª ADRIANA IOZZ KLEIN ( FONTE PAGADORA :VERBA PROEV )</p>
",""
"12431","CADERNO(VISYMPOSIUM OF IRISH STUDES IN SOUTH AMERICA)","","2011","48","DLM","ACADÊMICA","PROFª.DRª LAURA IZARRA","100","20"," A 5","","100 FLS DE PAPEL JORNAL 52 GRS 66 X96","R$ 20.00","50 FLS DE CARTÃO","R$75.00","10 CHAPAS DE ALUMINIO DUPLO OFICIO","R$60.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: PROFª.DRª. LAURA IZARRA( FONTE PAGADORA : CÁTEDRA W . B YEATS )</p>
",""
"12432","REVISTA LÍNGUA E LITERATURA Nº 29","","2011","50","HUMANITAS","ADM","HELENA","200","296","16 X 22","","2.800 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 560.00","200 FLS DE CARTÃO 240 GRS 50 X 66","R$80.00","111 CHAPAS DE ALUMINIO DUPLO","R$666.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: HELENA (HUMANITAS) FONTE PAGADORA: INTEGRAL PARA A ADMINISTRAÇÃO</p>
",""
"12433","COMO ELABORAR ARTIGOS","","2011","51","HUMANITAS","ADM","HELENA","1000","92"," 14 X21","05/09/2011","3.600 FLS DE PAPEL OFF SET 75GRS 66 X96","R$ 720.00","500 FLS DE CARTÃO 180 GRS 66 X 96","R$250.00","30 CHAPAS DE ALUMINIO DUPLO OFICIO","R$180.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA ( INTEGRAL PARA A HUMANITAS RECOLIHIMENTO NA TESOURARIA)</p>
",""
"12434","REVISTA LINHA D`ÁGUA Nº 23","","2011","52","HUMANITAS","ADMINISTRATIVA","HELENA","200","164","14,3 X 21","12/09/2011","1550 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 310.00","250 FLS DE CARTÃO 240 GRS  50 X 66","R$100.00","52 CHAPAS DE ALUMINIO DUPLO OFICIO","R$312.00","2 CORES CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: (HELENA) INTEGRAL PARA A ADMINISTRAÇÃO.</p>
",""
"12435","Outorgado do Título de Professor Emérito-Prof.Dr. Daviarrigucci Jr.","","2011","53","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","ROSÂNGELA DUARTE VICENTE","250","36"," A 5","","450 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 90.00","80 FLS DE PAPEL VERGÊ 180 GRS 66 X 96","R$120.00","12 CHAPAS DE ALUMINO DUPLO OFICIO 66 X 96","R$72.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:ROSÂNGELA DUARTE VICENTE ( FONTE PAGADORA : DIRETORIA )</p>
",""
"12436","ECONTRO DE PÓS-GRADUANDOS-EPOG","","2011","54","PÓS-GRADUAÇÃO","ADMINISTRATIVA","NATALIA TAMMONE","750","300"," A 5","","8.800 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 1760.00","280 FLS DE CARTÃO SUPREMO 250 GRS 66 X 96","R$336.00","95 CHAPAS DE ALUMINIO DUPLO OFICIO","R$570.00","2 CORES DA CAPA","R$300.00","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL: PROFº.DRº MARCELO ( FONTE  PAGADORA: DIRETORIA)</p>
",""
"12437","VILÉM FLUSSER","","2011","55","HUMANITAS","ADM","HELENA","500","356"," 14 X 21","","6960 FLS DE PAPEL OFF SET 75 GRS 66 X 96","R$ 1392.00","115 CHAPAS DE ALUMINIO DUPLO OFICIO","R$690.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA (INTEGRAL PARA A HUMANITAS :RECOLHIMENTO NA TESOURARIA)</p>
",""
"12438","REVISTA LINHAD´`AGUA ESPECIAL","","2011","56","HUMANITAS","ADMINISTRATIVA","HELENA","200","160"," 14,3 X 21","","1.500 FLS DE PAPEL OFF SET 75GRS 66 X 96","R$ 300.00","200 FLS DE PAPEL CARTÃO 240 GRS 50 X 66","R$80.00","50 CHAPAS DE ALUMINIO DUPLO OFICIO","R$300.00","2 CORES DA CAPA","R$300.00","PLASTIFICAÇÃO","R$75.00","Laminação fosca","","Plastificação brilhante","","<p>RESPONSÁVEL:HELENA ( INTEGRAL PARA A  ADMINISTRAÇÃO)</p>
",""
