"nid","title","field_ano","field_numero","field_preced_ncia","field__rea","field_respons_vel","field_tiragem","field_originais","field_formato","field_entrada","field_material_1","field_pre_o_1","field_material_2","field_pre_o_2","field_material_3","field_pre_o_3","field_material_4","field_pre_o_4","field_material_5","field_pre_o_5","field_material_6","field_pre_o_6","field_pre_o_7","field_material_7","field_observa_o","field_fonte"
"11850","FORNECIMENTO DE PAPEL PARA CERTIFICADOS","2010","221","SERVIÇO DE CULTURA E EXTENSÃO UNIVERSITARIA","ACADÊMICA","MARIA ANGELA BORGES","1800","2","A4","","200 FLS DE VERGÊ 120GRS TURMALINA A4","R$ 120.00","200 FLS DE VERGÊ 120 GRS DIAMANTE A4","R$120.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:MARIA ANGELA BORGES(CULTURA E EXTENSÃO)</p>
",""
"11851","FORNECIMENTO DE PAPEL PARA DEPARTAMENTO D ANTROPOLOGIA","2010","222","DEPARTAMENTO DE ANTROPOLOGIA","ACADÊMICA","JACQUELINE - PRISCILA","","","A3-A4-A5","","270FLS DE PAPEL COLOR PLUS 120GRS 66X96","R$ 162.00","60FLS DE PAPEL 80GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:DEPARTAMENTO DE ANTROPOLOGIA<br />
PROCESSO:2010.1.2542.8.2</p>
",""
"11852","LITERATURA INFANTIL E JUVENIL (blocos de rascunho)","2010","223","DLCV","ACADÊMICA","ANA EDITE","3000","1","A5","","200FLS DE PAPEL OFF-SET 75GRS 66X96","R$ 36.00","Chapas positivas de Alumínio","","150 blocos de 20x1 A5","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL:ANA EDITE (DLCV)</p>
",""
"11853","FOLDER ( INSTRUÇÕES SOBRE ESTÁGIO)","2010","224","SERVIÇO DE ASSISTÊNCIA AO ENSINO DE GRADUAÇÃO","ACADÊMICA","MARIA CLEIDE RODRIGUES DA SILVA","2000","4","A5","","4 CHAPAS DUPLO OFICIO POSITIVA","","320 FLS DE PAPEL COLOR PLUS 120GRS 66X96","R$192.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL: MARIA RODRIGUES DA SILVA (SERVIÇO DE ASSISTÊNCIA AO ENSINO DE GRADUAÇÃO)</p>
",""
"11854","SIPAT FFLCH - 2010 (FOLDER)","2010","225","MAURÍCIO DA SILVA CERON","ADM","DIRETORIA","400","4","A5","03/08/2010","3 CHAPAS OFF-SET DUPLO OFICIO","","65 FLS DE PAPEL COLOR PLUS 120GRS 66X96","R$39.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL (DIRETORIA)</p>
",""
"11855","CONVITE  EMÉRITO PROF.DR. DINO PRETI","2010","226","ASSISTÊNCIA ACADÊMICA","ACADÊMICA","DIRETORIA","1500","2","A4","","4 CHAPAS DUPLO OFICIO POSITIVA","","250 FLS DE PAPEL COLOR PLUS 120GRS 66X96","R$150.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>DIRETORIA</p>
",""
"11856","FORNECIMENTO DE PAPEL","2010","227","DEPARTAMENTO DE LINGÚISTICA","ACADÊMICA","ROBSON DANTAS VIEIRA","500","1","A4","","75 FLS DE PAPEL COLOR PLUS 180GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL:  ROBSON DANTAS VIEIRA ( DEPARTAMENTO DE LINGÚISTICA)</p>
",""
"11857","CARTAZ ( CONG.INT. SOBRE MATÉRIA CAVALERESCA","2010","228","DLCV","ACADÊMICA","PROFA.LÊNIA MÁRCIA MONGELLI","100","1","A3","","3 CAPAS OFF SET","","30 FLS DE PAPEL POLEM SOLFT 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: PROFA .LÊNIA MÁRCIA MONGELLI  DLCV- MEMO-FLC-206</p>
",""
"11858","FORNECIMENTO DE PAPEL (SERVICOS GERAIS)","2010","229","SERVICOS GERAIS","ADMINISTRATIVO","SAMUEL DA SILVA","250","1","66X96","","250 FLS DE PAPEL KARFT 80GRS 66X96","R$ 50.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL .SAMUEL DA SILVA CHEFE ADM.SERV.DE SERVICOS GERAIS.</p>
",""
"11859","FORMULÁRIO DE GUIA","2010","230","TESOURARIA","FINANCEIRA","RICARDO VALÉRIO CAMPOS","10000","1","A4","03/09/2010","4 CHAPAS POSITIVA DUPLO OFICIO","","1.560 FLS DE PAPEL OFF SET 75 GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL RICARDO VALÉRIO CAMPOS ( CHEFE ADMINISTRATIVO DE SERVIÇO DE TESOURARIA)</p>
",""
"11860","CONVITE: LANÇAMENTO DO CATÁLOGO DE RELAÇÕES INTERNACIONAIS","2010","231","CCInt","ADMINISTRATIVO","VIVIAN PAMELA VIVIANA","200","2","A4","10/09/2010","6 CHAPAS DE ALUMINIO DUPLO OFICIO","","100 FLS DE CARTÕA 240 GRS 54X65","R$32.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL :DIRETORIA</p>
",""
"11861","CENEDIC (CARTAZES E CONVITES)","2010","232","CENEDIC","ACADÊMICA","PROF.ANDRÉ SINGER","1500","1","A3 ,A4","","5 CHAPAS OFF SET DUPLO OFICIO","","440 FLS PAPEL OFF SET 120 GRS 66X96","R$88.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : PROF . ANDRÉ SINGER ( CENEDIC)</p>
",""
"11862","SEMINARIO : ARTES + MARX ( CARTAZES)","2010","233","CENEDIC","ACADÊMICA","  PROF. DR. ANDRÉ SINGIR ( CENEDIC)","100","2","A3","","5 CHAPAS OFF SET DUPLO OFICIO","","100 FLS DE PAPEL KRAFT 66X96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : PROF. DR. ANDRÉ SINGER ( CENEDIC)</p>
",""
"11863","FORNECIMENTO DE PAPEL","2010","234","CELP","ACADÊMICA","PROFA.DRA. VIMA LIA MARTIN ROSSI","500","1","A4","","70 FLS DE PAPEL VEGÊ 180 GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>PROFA.DRA. VIMA LIA MARTIN ROSSI  DIRETORA DO CELP</p>
",""
"11864","FORNECIMENTO DE PAPEL","2010","235","DEPARTAMENTO DE GEOGRAFIA","ACADÊMICA","FLORIPEDES","300","1","A3","","80 FLS DE PAPEL SUPER BOND 66X96","R$ 16.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: FLORIPEDES ( DEPARTAMENTO DE GEOGRAFIA)</p>
",""
"11865","FORNECIMENTO DE PAPEL","2010","236","CENTRO DE LÍNGUAS","ACADEMICA","PROFA.DRA. ROSANE DE SÁ AMADO","1000","1","A3","","250 FLS DE PAPEL VEGÊ 180 GRS 66X96","R$ 195.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL PROFA.DRA. ROSANE DE SÁ AMADO ( DIRETORA DO CENTRO DE LÍNGUAS)</p>
",""
"11866","IMPRESSÃO DE FOLHA DE PROVA","2010","237","ALMOXARIFADO","ADMINISTRATIVA","ALMOXARIFADO","40000","1","","06/10/2010","40 PACOTES DE PAPEL OFF SET 75 GRS","","4 CHAPAS   OFF SET DUPLO OFICIO","R$36.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ALMOXARIFADO,VALOR R$462.23 + R$ 36.00 DE CHAPAS TOTAL A PAGAR  R$ 498.23 ( O ALMOXARIFADO FORNECEU O PAPEL )</p>
",""
"11867","2º CARTOGEO II- SIMPÓSIO INTERNACIONAL","2010","238","DEPARTAMENTO DE GEOGRAFIA","ACADEMICA","ORLANDO SILVA BARBOSA","500","1","A3","","160 FLS DE PAPEL OFF SET GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL: ORLANDO SILVA BARBOSA ( DEPARTAMENTO DE GEOGRAFIA )</p>
",""
"11868","SEMINÁRIO : ARTES + MARX ( CARTAZ)","2010","239","CENEDIC","ACADÊMICA","PROF.DR. ANDRÉ SINGER ( CENEDIC)","100","1","A3","","3 CHAPAS OFF SET DUPLO OFICIO","R$ 18.00","40 FLS DE PAPEL KRAFT 66 X 96","R$10.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSÁVEL : PROF DR. ANDRÉ SINGER ( CENEDIC)</p>
",""
"11769","6 th Special Wocal (bloco de rascunho)","2008","35","Deparetamento de Linguistica","ACADÊMICA","Profa:- Margarida Maria Taddoni Petter","250","2","A5","","4Chapas de aluminio duplo oficio positiva","","585 fls de papel off-set 75grs 66x96","","25 fls de papel sulfite 90grs 66x96","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL: Margarida Maria Toddoni Petter</p>
",""
"11770","FEIRA - USP  e as Profissões","2008","36","Serviço de Cultura e Extensào Universitaria","Acadêmica","Serviço de Cultura e Extensão Universitaria","1500","1","A5","04/08/2008","2 Chapas de aluminio duplo oficio positivas","","130 fls de papel off-set 90grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>SERVIÇO DE CULTURA E EXTENSÃO UNIVERSITÁRIA.</p>
",""
"11771","Encapar Apostilas Centro de Linguas","2008","37","CENTRO DE LÍNGUAS","CENTRO DE LÍNGUAS","Prof. Bety Salonn","289","1","A4","04/08/2008","6 CHAPAS DUPLO OFICIO POSITIVA","","150 FLS DE VERGÊ 180 GRS 66X96","R$117.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL : CENTRO DE LINGUAS</p>
",""
"11772","Filosofia  Atletico Club (FAC)","2008","38","FAC","ADMINISTRAÇÃO","DIRETORIA","1000","3","A5","07/08/2008","3 CHAPAS DUPLO OFICIO","","237 FLS DE PAPEL SUPER BOND 75GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESPONSAVEL DIRETORIA</p>
",""
"11773","FORNECIMENTO DE PAPEL","2008","48","CENTRO ÁNGEL RAMA","ACADÊMICA","MARLENE PETROS ANGELIDES","1500","1","A-3","","375 fls de papel SUPER BOND 75grs 66x96","R$ 75.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP; MARLENE PETROS ANGELIDES :CENTRO ÁNGEL RAMA</p>
",""
"11774","FORNECIMENTO DE PAPEL","2008","49","Departamento de Letras Modernas","ACADÊMICA","Profa Cristina Moerbeck Casadei Pietraróia","300","1","A-4","","60fls de cartão vergê 120 grs 66x96","R$ 36.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>O Custo será pago com renda Industrial da Área</p>
",""
"11775","RELATÓRIO DE OCORRÊNCIA","2008","50","SERVIÇO GERAIS - SEÇÃO DE SEGURANÇA","ADM","SERVIÇO GERAIS","6300","2","A-4","","16 Chapas de aluminio duplo oficio positiva","","1000 fls de papel off-set 75grs 66x96","R$180.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>TOTAL A PAGAR - ADMINISTRAÇÃO</p>
",""
"11776","Pragrama de Estudos Linguísticos Literário em Inglês da FFLCH","2008","51","DLM  Pós - Graduação","ACADÊMICA","Verba PROAP Profa. Dra .Maria Silvia Betti","500","8","A-5","","4 Chapas de aluminio duplo oficio positiva","","180 fls de cartão color plus 120grs 66x96","R$108.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: verba PROAP - Profa .Dra  Maria  Silvia Betti.</p>
",""
"11777","Mark + Artes","2008","53","CENEDIC","Acadêmica","Diretoria","150","1","A3","02/10/2008","3 Chapas de alumínio duplo ofício positivas","","50 fls de papel Kraft 80 grs 66x96","R$10.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável :  Diretoria ( CENEDIC )</p>
",""
"11778","Título de Emérito - Prof.Dr. José de Souza Martins","2008","56","Acadêmico","Acadêmico","Diretoria","1700","2","A4","06/10/2008","4 Chapas de alumínio duplo ofício positivas","","270 fls de papel vergê diamante 180 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável ( Diretoria )</p>
",""
"11779","Seminário Internacional Hegemonia às Avessas  ( folders e cartazes )","2008","57","CENEDIC","Acadêmico","CENEDIC","1500","6","A3   -    A4","07/10/2008","10 Chapas de alumínio duplo ofício positivas","","1000 fls de cartão branco 180 grs 54x65","R$320.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : CENEDIC</p>
",""
"11780","Lançamento do livro - Dicionário Crítico Nelson Wernek Sodré","2008","59","Prof. Marcos Silva ( DH )","Acadêmica","Diretoria","500","2","A4","","3 Chapas de alumínio off set duplo ofício positiva","","90 fls de papel pólen rustic 75 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Diretoria Administração</p>
",""
"11781","Recado telefônico","2008","60","Serviço de Comunicação","ADM","Diretoria","9000","1","10x14,5","","DUPLICADORes ( tinta )","R$ 20.00","DUPLICADOR ( master )","R$20.00","150 fls de papel off set 75 grs 66x96","R$27.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>300 blocos de 30 fls cada</p>
",""
"11782","Fornecimento de papel ( Certificado )","2008","61","Departamento de Geografia","Acadêmica","Profa. Dra. Glória Anunciação Alves","1000","1","A4","","150 fls de papel vergê 120 grs","R$ 90.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Verba Departamento de Geografia</p>
",""
"11783","Fornecimento de papel para certificados CL/FFLCH","2008","62","Centro de Línguas FFLCH - USP","Acadêmica","Profa. Dra. Rosane de Sá Amado","3000","1","A4","","400 fls de papel Vergê 180 grs 66x96","R$ 312.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Profa. Dra. Rosane de Sá Amado ( Diretora do Centro de Línguas )</p>
",""
"11784","entrada no proteos","2008","63","Serviço de Expediente","Administração","Serviço de Expediente","2000","1","A4","","2 Duplicadores ( tinta )","R$ 20.00","2 Duplicadores ( master )","R$20.00","50 fls de papel off set 75 grs 66x96","R$9.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Serviço de Expediente</p>
",""
"11785","FLYER PARA DIVULGAÇÃO","2008","64","HUMANITAS","ADM","HELENA","1000","4","A-4","","8 Chapas de aluminio duplo oficio positiva","","240 fls de papel off-set 90grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP; HELENA</p>
",""
"11786","ARTES TRADICIONAIS DO JAPÃO","2008","65","DLO","ADM","DIRETORIA","1500","4","A-5","","5 Chapas de aluminio duplo oficio positiva","","170 fls de cartão vergê 180grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11787","Seminário Internacional em Comemoração aos 150 anos de Émilie Durkeim","2008","66","Departamento de Sociologia","ACADÊMICA","Departamento de Sociologia","300","2","A-4","03/11/2008","5 chapas de aluminio duplo oficio positiva","","115 fls de papel off-set 120grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DEPARTAMENTO DE SOCIOLOGIA</p>
",""
"11788","FORNECIMENTO DE PAPEL","2008","67","HUMANITAS","ADM","HELENA","150","1","A-3","04/11/2008","38 FLS DE PAPEL OFF-SET 75GRS 66X96","","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP; HELENA</p>
",""
"11789","Instruções sobre estágios não obrigatório de graduação","2008","68","Serviço de Assistência ao Ensino de graduação","ACADÊMICA","Serviço de Assistência ao Ensino de Graduação","2000","2","A-5","05/11/2008","4 chapas de aluminio duplo oficio positiva","","160 fls de papael off-set 75grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: Serviço de assistência ao Ensino de Graduação</p>
",""
"11790","Impresso ( Assessoria )","2008","69","SCS","ADM","Serviço de Comunicação Social","2000","2","A5","","DUPLICADORes ( tinta )","R$ 20.00","DUPLICADOR ( master )","R$20.00","150 fls de Papel off set 75 grs  66x96","R$27.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Servicó de Comunicação</p>
",""
"11791","Fornecimento de Papel","2008","70","Seção de Serviços Gerais","ADM","Maria José Ribeiro","750","1","A3","","200 fls de papel off set 75 grs 66x96","R$ 36.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>SERVIÇO DE SERVIÇOS GERAIS</p>
",""
"11792","Agenda Cultural","2008","71","Serviço de Cultura e Extensão Universitária","Acadêmica","Serviço de Cultura e Extensão","4500","16","A5","01/12/2008","6 Chapas de alumínio duplo ofício positivas","","2.800 fls de papel off set 75 grs 66x96","R$504.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável: Serviço de Cultura e Extensão Universitária</p>
",""
"11793","CONVITE - AULA MAGNA - 2009","2009","251","ASSISTÊNCIA ACADÊMICA","ADM","DIRETORIA","1300","2","A-4","","4 CHAPAS DE ALUMINIO","","200 FLS DE CARTÃO COLOR PLUS 180GRS 66x96","R$142.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11794","FOLDER - Semana do Calouro","2009","252","Comissão de Graduação","ADM","Comissão de Graduação ( HILTON )","4000","2","A-4","","4 CHAPAS DE ALUMINIO","","600fls de Cartào Color Plus 120grs 66x96","R$360.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: COMISSÃO DE GRADUAÇÃO</p>
",""
"11795","fornecimento de papel vergê 120 grs","2009","253","Serviço de Cultura e Extenção","Academica","Maria Angela Borges","3000","1","A4","12/02/2009","400 fls de papel vergê 120 grs 66x96","R$ 240.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Serviço de Cultura e Extenção</p>
",""
"11796","Professor Emérito - Prof. Dr. Alfredo Bosi","2009","254","Expediente Acadêmico","Administração","Diretoria","1300","2","A4","","3 Chapas de Alumínio","","200 fls de papel vergê 120 grs 66x96","R$120.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável: Dirretoria</p>
",""
"11797","CARTAZES DO  CENEDIC","2009","255","CENEDIC","ACADÊMICA","DIRETORIA","150","1","A-3","06/03/2009","3 CHAPAS DE ALUMINIO","","100FLS DE PAPEL KRAFIT 80GRS 66X96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11798","FORNECIMENTO DE PAPEL","2009","256","Serviço de Pós Graduação","ADM","João Gabriel Nogueira Romano","5000","1","A-4","10/03/2009","750fls de papel off-set 120grs 66x96","R$ 150.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","",""
"11799","RECIBO DO SERVIÇO DE EDITORAÇÃO","2009","257","HUMANITAS","ADM","HELENA","8000","3","13,5 X 21","10/03/2009","6 CHAPASA DE ALUMINIO","","1500 FLS DE PAPEL COPIATIVO 50GRS 66X96","R$600.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>INTEGRAL PARA ADMINISTRAÇÃO</p>
",""
"11800","Fichas de Controle Orçamentário","2009","258","SERVIÇO TÉCNICO DE CONTABILIDADE","ADM","DIRETORIA","600","1","24 X 34","10/03/2009","3 CHAPAS DE ALUMINIO","","400 FLS DE CARTÀO 240GRS 50 X 66","R$128.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11801","Envelope Grande","2009","259","Almoxarifado","ADM","Almoxarifado","20000","1","31x41","","Envelope Grande 31x41","R$ 2752.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Total a ser repassado do Almoxarifado para a Gráfica<br />
R$ 825,60</p>
",""
"11802","Fornecimento de Papel","2009","260","Departamento de Geografia","Acadêmica","Orlando Silva Barbosa","1000","1","A3","02/04/2009","270 fls de papel off set 120 grs 66x96","R$ 54.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Orlando Silva Barbosa<br />
( DGEO )</p>
",""
"11803","Prof. Emérito - Profa. Dra. Marlyse  Madeleine Meyer","2009","261","Assistência Acadêmica","Acadêmica","Diretoria","1100","2","A4","02/09/2009","4 Chapas de alumínio","","170 fls de papel vergê diamante 180 grs 66x96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Diretoria</p>
",""
"11804","CENEDIC ( Prof. Ruy Braga )","2009","262","CENEDIC","Acadêmica","Maria Lucinéia de Almeida","150","1","A3","08/04/2009","3 Chapas de Alumínio","","100 fls de Papel Kraft 80 grs 66x96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Responsável : Diretoria</p>
",""
"11805","IV Semana de Filologia na USP","2009","263","DLCV","Acadêmica","Prof. Luiz Antônio Lindo - Proce. 2009.1.369.8.0","350","4","A3 , A4 e A5","09/04/2009","8 Chapas de Alumínio","","180 fls de papel Pólen Soft 80 grs 66x96","","400 fls de papel off set 75 grs 66x96","R$72.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>80 Cartazes A3 = 30 fls pólen soft<br />
800 - Folders A4 = 150 fls pólen soft<br />
300 - Blocos de rascunho com 20 fls tamanho A5 papel off set 75 grs 66x96 = 400 fls<br />
Processo 2009.1.369.8.0</p>
",""
"11806","Envelope","2009","264","Almoxarifado","ADM","Almoxarifado","40000","1","24x34","","10.000 Envelopes Pequenos","R$ 656.00","10.000 Envelopes Médios 24x34","R$941.00","20.000 Envelopes Ofício","R$760.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>Total a ser repassado do Almoxarifado para a Gráfica R$ 707,10</p>
",""
"11807","Termo de Compromisso do Programa de Colaboração Sênior","2009","265","Serviço de Comunicação Social","ADM","DIRETORIA","350","2","17X19","","4 CHAPAS DE ALUMINIO DUPLO OFICIO POSITIVA","","50 FLS DE PAPEL VERGÊ 180GRA  66X96","R$39.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>DIRETORIA</p>
",""
"11808","CONVITE - Outorga do Titulo de Professor Emérito Prof.Dr. Guilherme S.S.MOTA (História)","2009","266","Assistência  Acadêmica","ADM","DIRETORIA","1300","2","A-4","04/06/2009","400 fls de Cartão verge 180grs 66x96","R$ 312.00","DUPLICADOR  ( TINTA )","R$30.00","DUPLICADOR  ( MASTER )","R$30.00","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
"11809","FORNECIMENTO DE PAPEL","2009","267","DEP: DE GEOGRAFIA","ACADÊMICA","Prof.Dr.Jurandir Luciano .S. Ross","250","1","66 x 96","","250 fls de papael KRAFT 80grs 66 x 96","R$ 50.00","Chapas positivas de Alumínio","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>REPONSAVEL DEP; DE GEOGRAFIA</p>
",""
"11810","FORMULÁRIO TESOURARIA","2009","268","TESOURARIA","ADM","TESOURARIA","5000","1","A4","","800FLS DE PAPEL OF-SET 75GRS 66X96","R$ 144.00","2 CHAPAS DE ALUMINIO","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP; TESOURARIA</p>
",""
"11811","PEDIDO DE PROÇESSO","2009","269","Serviço de Expediente","ADM","Serviço de Expediente","5000","1","9 x 6,5","","2 chapas de aluminio","","100fls de papel S. Bond 75grs 66x96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: Serviço de Expediente</p>
",""
"11812","IMPRESSÃO DE FOLHA DE PROVA","2009","270","ALMOXARIFADO","ADM","ALMOXARIFADO","40000","2","32,5 X 46","","6 CHAPAS DE ALUMINIO","","10.000 FLS DE PAPEL OFF-SET 75GRS 66X96","","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: ALMOXARIFADO  - TOTAL A DEBITAR DO ALMOXARIFADO $ 416,02</p>
",""
"11813","RECADO TELEFÔNICO","2009","271","Departamento de Letras Modernas","ACADÊMICA","Departamento de Letras Modernas","750","2","A6","","2 CHAPAS DE ALUMINIO","","50 FLS DE PAPEL OFF-SET 75GRS 66 X 96","R$40.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DLM PÓS GRADUAÇÃO</p>
",""
"11814","CARTAZES","2009","272","Serviço Gerais","ADM","DIRETORIA","500","2","A4","","4 CHAPAS DE ALUMINIO","","100 FLS DE PAPEL OFF-SET 120GRS 66 X 96","R$20.00","","","Cartão para impressão da capa","","Impressão das capas (cores)","","Laminação fosca","","","Plastificação brilhante","<p>RESP: DIRETORIA</p>
",""
